,organizer,call_duration_mins,participants,indiv_interaction_mins,interaction,meeting_modes,meeting_types,host_locations,recorded_session
3138,Divya Raj,21,"{'Divya Prakash,Prasanna Ravindranath,Vaishali Prasad', 'Divya Raj'}",[ 5 13  3],Medium,in_office,employee_engagement,France,no
3139,Aruna Prasad,107,"{'Harini Prakash,Prasanna Raj,Vaishali Ravindranath,Divya Raj', 'Aruna Prasad'}",[53 16 38],Low,in_office,trainings,Romania,yes
3140,Surya Prakash,54,"{'Harini Ravindranath,Divya Prasad', 'Surya Prakash'}",[ 4 43  7],Medium,in_office,trainings,France,no
3141,Aruna Prakash,171,"{'Aruna Prasad,Vaishali Prasad,Harini Ravindranath,Divya Prasad,Divya Ravindranath,Avinash Raj,Harini Ravindranath,Aruna Raj', 'Aruna Prakash'}",[10 82 79],Low,in_office,trainings,Remote,no
3142,Aruna Prakash,54,"{'Aruna Prakash', 'Vaishali Prasad,Avinash Raj,Prasanna Prakash,Divya Ravindranath,Divya Raj'}",[ 2 14 38],Low,in_office,project_discussion,India,yes
3143,Aruna Prasad,149,"{'Aruna Prasad', 'Prasanna Ravindranath,Avinash Ravindranath'}",[130  14   5],High,in_office,others,Remote,no
3144,Surya Prasad,155,"{'Avinash Raj,Surya Raj,Surya Ravindranath', 'Surya Prasad'}",[35 64 56],High,in_office,employee_engagement,Remote,no
3145,Harini Ravindranath,85,"{'Harini Ravindranath', 'Avinash Prasad,Aruna Ravindranath,Avinash Ravindranath,Prasanna Prakash,Divya Ravindranath'}",[11 48 26],Low,hybrid,trainings,Remote,yes
3146,Divya Raj,61,"{'Divya Raj', 'Vaishali Prasad,Avinash Ravindranath,Prasanna Prasad,Aruna Ravindranath'}",[11 41  9],Low,in_office,trainings,India,no
3147,Prasanna Prakash,106,"{'Avinash Ravindranath,Surya Prakash', 'Prasanna Prakash'}",[75 21 10],Low,hybrid,trainings,France,no
3148,Divya Prasad,138,"{'Surya Prakash,Surya Ravindranath,Avinash Raj,Avinash Raj,Aruna Prakash,Vaishali Prasad,Vaishali Prakash,Vaishali Prasad,Aruna Ravindranath', 'Divya Prasad'}",[36 60 42],High,online,project_discussion,Remote,yes
3149,Surya Prasad,79,"{'Surya Prasad', 'Surya Prasad,Divya Prasad,Aruna Prakash,Divya Prakash,Divya Ravindranath,Prasanna Raj,Harini Prakash,Divya Raj,Aruna Ravindranath'}",[ 5 10 64],Low,in_office,employee_engagement,Remote,yes
3150,Aruna Ravindranath,59,"{'Aruna Ravindranath', 'Vaishali Prakash,Aruna Ravindranath,Harini Prasad,Divya Raj,Harini Raj'}",[42 15  2],Medium,hybrid,employee_engagement,India,no
3151,Surya Prakash,11,"{'Aruna Ravindranath,Surya Prasad,Aruna Prakash', 'Surya Prakash'}",[7 3 1],High,in_office,employee_engagement,Remote,no
3152,Prasanna Ravindranath,66,"{'Avinash Prakash,Divya Prasad', 'Prasanna Ravindranath'}",[49  8  9],High,online,others,India,no
3153,Harini Ravindranath,71,"{'Avinash Raj,Divya Prakash,Aruna Prakash,Avinash Ravindranath,Surya Prasad,Harini Prakash,Divya Prasad,Aruna Ravindranath,Avinash Ravindranath,Surya Raj', 'Harini Ravindranath'}",[12 52  7],Low,hybrid,others,Remote,yes
3154,Surya Ravindranath,81,"{'Surya Ravindranath', 'Harini Ravindranath,Vaishali Raj,Surya Ravindranath'}",[ 6 21 54],Low,hybrid,project_discussion,India,yes
3155,Surya Raj,171,"{'Avinash Raj,Surya Raj,Harini Raj,Divya Raj,Vaishali Ravindranath,Prasanna Prasad,Vaishali Prasad,Surya Prakash', 'Surya Raj'}",[124  27  20],Low,in_office,others,Romania,yes
3156,Divya Ravindranath,154,"{'Divya Ravindranath', 'Prasanna Prakash,Harini Prasad,Harini Ravindranath,Divya Prasad,Aruna Ravindranath,Vaishali Ravindranath,Avinash Raj,Harini Prasad,Vaishali Prasad,Prasanna Prakash'}",[23 78 53],Medium,online,project_discussion,Remote,no
3157,Avinash Prakash,62,"{'Harini Prasad,Vaishali Prasad,Prasanna Prasad,Harini Raj,Harini Ravindranath,Surya Raj,Divya Prasad', 'Avinash Prakash'}",[15  6 41],Low,online,employee_engagement,India,yes
3158,Prasanna Prasad,84,"{'Divya Raj,Aruna Ravindranath,Vaishali Raj,Avinash Prakash,Harini Ravindranath,Surya Raj,Prasanna Ravindranath,Avinash Ravindranath,Vaishali Prakash', 'Prasanna Prasad'}",[65  4 15],Medium,in_office,project_discussion,India,yes
3159,Surya Raj,132,"{'Prasanna Ravindranath,Prasanna Ravindranath,Harini Raj,Vaishali Prasad,Surya Prasad,Avinash Prasad,Surya Prasad', 'Surya Raj'}",[20 53 59],Medium,hybrid,employee_engagement,Romania,yes
3160,Vaishali Ravindranath,136,"{'Vaishali Ravindranath', 'Divya Raj,Surya Ravindranath,Vaishali Raj,Aruna Raj,Prasanna Prasad'}",[61 46 29],Medium,online,employee_engagement,Romania,yes
3161,Surya Ravindranath,6,"{'Surya Ravindranath', 'Surya Ravindranath,Divya Prakash,Divya Raj,Vaishali Ravindranath,Divya Prakash,Divya Ravindranath,Vaishali Prakash,Divya Prakash'}",[1 5 0],High,in_office,project_discussion,Remote,yes
3162,Surya Raj,38,"{'Surya Raj', 'Surya Ravindranath,Harini Ravindranath,Aruna Prasad'}",[11 18  9],Low,hybrid,project_discussion,Romania,no
3163,Surya Ravindranath,117,"{'Avinash Raj,Prasanna Prakash,Avinash Prakash,Aruna Prasad,Prasanna Ravindranath,Surya Ravindranath,Aruna Prasad,Prasanna Ravindranath,Avinash Prasad,Aruna Raj', 'Surya Ravindranath'}",[83 26  8],Low,online,project_discussion,Romania,yes
3164,Vaishali Ravindranath,98,"{'Harini Prasad,Harini Ravindranath,Avinash Prasad', 'Vaishali Ravindranath'}",[96  2  0],Medium,hybrid,employee_engagement,Remote,yes
3165,Surya Raj,80,"{'Divya Prasad,Vaishali Prasad,Divya Prakash,Divya Prakash,Prasanna Raj,Prasanna Prakash', 'Surya Raj'}",[ 9 54 17],Medium,online,others,India,yes
3166,Vaishali Prasad,6,"{'Harini Prakash,Avinash Prasad,Surya Prasad,Divya Ravindranath,Divya Prakash,Harini Prakash,Vaishali Ravindranath', 'Vaishali Prasad'}",[0 4 2],Medium,hybrid,project_discussion,Remote,no
3167,Surya Ravindranath,64,"{'Surya Ravindranath', 'Avinash Prakash,Aruna Prasad,Prasanna Prasad'}",[11  1 52],Medium,hybrid,project_discussion,France,no
3168,Aruna Prasad,77,"{'Vaishali Prasad,Surya Raj,Avinash Ravindranath,Divya Ravindranath', 'Aruna Prasad'}",[ 9 51 17],Low,hybrid,others,India,yes
3169,Divya Raj,159,"{'Divya Raj', 'Avinash Raj,Harini Prasad,Aruna Raj,Vaishali Prasad,Harini Ravindranath,Avinash Ravindranath,Prasanna Prakash,Prasanna Prakash,Surya Prakash'}",[138   9  12],Low,in_office,project_discussion,Romania,yes
3170,Prasanna Prasad,165,"{'Prasanna Prasad', 'Avinash Ravindranath,Avinash Prasad,Avinash Prasad,Avinash Ravindranath,Prasanna Prakash,Vaishali Prakash,Vaishali Ravindranath,Surya Prakash,Aruna Raj,Vaishali Prasad'}",[111   4  50],High,hybrid,others,Remote,yes
3171,Avinash Ravindranath,93,"{'Vaishali Raj,Vaishali Ravindranath,Harini Ravindranath,Prasanna Prakash', 'Avinash Ravindranath'}",[ 4 33 56],High,hybrid,project_discussion,India,yes
3172,Prasanna Prakash,86,"{'Prasanna Prakash', 'Divya Ravindranath,Prasanna Prakash'}",[37 27 22],High,in_office,trainings,Romania,no
3173,Aruna Raj,156,"{'Aruna Raj', 'Avinash Raj,Avinash Prakash,Divya Ravindranath,Harini Prakash,Vaishali Raj'}",[37 87 32],Medium,in_office,trainings,France,no
3174,Aruna Ravindranath,143,"{'Surya Prakash,Aruna Prasad,Prasanna Prasad,Vaishali Prasad,Surya Ravindranath,Harini Raj', 'Aruna Ravindranath'}",[  4 130   9],Medium,online,employee_engagement,France,yes
3175,Vaishali Raj,112,"{'Vaishali Raj', 'Prasanna Raj,Vaishali Raj,Harini Prakash,Harini Prasad'}",[37 61 14],Medium,hybrid,project_discussion,Remote,yes
3176,Divya Raj,93,"{'Aruna Raj,Aruna Prakash,Prasanna Ravindranath,Aruna Raj,Divya Prakash', 'Divya Raj'}",[ 7 65 21],Low,in_office,project_discussion,Romania,no
3177,Divya Prakash,63,"{'Aruna Prakash,Divya Ravindranath,Harini Prasad,Surya Prakash,Divya Prakash', 'Divya Prakash'}",[ 0  9 54],Medium,hybrid,employee_engagement,India,no
3178,Prasanna Prasad,163,"{'Prasanna Prasad', 'Surya Prasad,Divya Ravindranath,Aruna Ravindranath,Avinash Raj,Vaishali Ravindranath,Prasanna Prakash,Vaishali Prakash,Surya Ravindranath'}",[41 95 27],High,in_office,employee_engagement,Romania,yes
3179,Surya Prasad,86,"{'Vaishali Prasad,Prasanna Prakash,Surya Prasad,Divya Prakash,Divya Ravindranath,Avinash Raj', 'Surya Prasad'}",[48 34  4],Medium,online,trainings,Romania,yes
3180,Harini Ravindranath,65,"{'Harini Ravindranath', 'Divya Ravindranath,Harini Prasad,Avinash Raj,Vaishali Prasad,Aruna Raj,Avinash Ravindranath,Divya Raj,Avinash Ravindranath'}",[10 15 40],Medium,online,others,India,no
3181,Prasanna Raj,142,"{'Prasanna Prasad,Avinash Ravindranath,Harini Ravindranath,Divya Prasad,Divya Prasad,Prasanna Ravindranath,Surya Ravindranath,Surya Prakash,Surya Raj', 'Prasanna Raj'}",[91  1 50],Low,hybrid,project_discussion,Romania,yes
3182,Surya Ravindranath,15,"{'Harini Prasad,Divya Prasad,Surya Raj,Surya Prakash,Avinash Raj,Vaishali Prasad,Harini Prasad', 'Surya Ravindranath'}",[6 3 6],High,online,employee_engagement,France,no
3183,Divya Raj,62,"{'Aruna Prasad,Aruna Prakash,Surya Ravindranath,Avinash Prakash', 'Divya Raj'}",[13 18 31],High,in_office,employee_engagement,Remote,yes
3184,Aruna Prasad,61,"{'Avinash Ravindranath,Surya Raj,Vaishali Ravindranath', 'Aruna Prasad'}",[32  9 20],High,hybrid,others,India,no
3185,Aruna Prasad,58,"{'Aruna Prasad', 'Prasanna Prasad,Surya Prakash,Vaishali Prasad,Vaishali Raj,Divya Prasad,Avinash Ravindranath,Harini Ravindranath,Aruna Ravindranath,Vaishali Prasad'}",[ 6 31 21],High,in_office,trainings,France,no
3186,Vaishali Prasad,39,"{'Divya Ravindranath,Divya Raj,Surya Ravindranath,Aruna Prakash,Surya Raj,Vaishali Raj', 'Vaishali Prasad'}",[ 3 30  6],Low,online,employee_engagement,France,yes
3187,Aruna Raj,144,"{'Aruna Raj', 'Avinash Prasad,Harini Prakash,Divya Raj'}",[39 42 63],High,hybrid,employee_engagement,Remote,no
3188,Divya Prasad,37,"{'Harini Prakash,Surya Raj,Avinash Prasad', 'Divya Prasad'}",[ 1 12 24],High,in_office,trainings,Romania,no
3189,Surya Ravindranath,135,"{'Surya Ravindranath', 'Vaishali Raj,Surya Ravindranath,Vaishali Prasad,Vaishali Raj,Harini Ravindranath'}",[35 15 85],High,hybrid,trainings,Romania,yes
3190,Surya Raj,73,"{'Surya Prasad,Aruna Prasad,Prasanna Raj,Avinash Ravindranath,Harini Prasad,Prasanna Prakash,Avinash Raj,Aruna Prasad,Aruna Ravindranath,Aruna Raj', 'Surya Raj'}",[64  3  6],High,hybrid,trainings,Remote,no
3191,Prasanna Ravindranath,113,"{'Harini Prasad,Divya Prakash,Divya Ravindranath,Prasanna Prakash,Prasanna Prakash,Prasanna Prakash', 'Prasanna Ravindranath'}",[27 23 63],High,online,others,Romania,no
3192,Harini Prasad,7,"{'Aruna Raj,Vaishali Prasad,Vaishali Ravindranath,Vaishali Ravindranath,Divya Prasad,Aruna Raj,Surya Prakash,Harini Ravindranath', 'Harini Prasad'}",[1 4 2],High,in_office,project_discussion,India,no
3193,Aruna Prasad,90,"{'Aruna Raj,Vaishali Prasad,Surya Raj,Vaishali Ravindranath,Surya Prakash', 'Aruna Prasad'}",[ 5 77  8],Medium,in_office,trainings,Romania,yes
3194,Prasanna Prasad,150,"{'Prasanna Prasad', 'Aruna Prakash,Avinash Raj,Vaishali Prasad,Surya Prakash'}",[40 41 69],Medium,in_office,employee_engagement,Remote,no
3195,Vaishali Prasad,96,"{'Divya Raj,Prasanna Raj,Vaishali Prakash,Divya Prasad,Aruna Ravindranath,Surya Prakash,Harini Prakash', 'Vaishali Prasad'}",[19 12 65],Low,hybrid,employee_engagement,France,yes
3196,Prasanna Raj,114,"{'Prasanna Raj', 'Avinash Raj,Prasanna Prakash,Prasanna Raj'}",[91  1 22],Low,in_office,project_discussion,Romania,yes
3197,Harini Prakash,91,"{'Vaishali Ravindranath,Surya Prakash,Prasanna Ravindranath,Avinash Raj,Harini Ravindranath,Prasanna Raj,Vaishali Prasad', 'Harini Prakash'}",[54 12 25],High,in_office,project_discussion,Remote,yes
3198,Harini Raj,19,"{'Vaishali Prakash,Surya Ravindranath,Prasanna Raj,Harini Prasad', 'Harini Raj'}",[ 5 14  0],High,online,employee_engagement,France,yes
3199,Avinash Prakash,28,"{'Prasanna Raj,Avinash Ravindranath,Harini Prakash,Aruna Prasad,Prasanna Raj', 'Avinash Prakash'}",[ 9 15  4],Medium,hybrid,employee_engagement,Remote,no
3200,Divya Prasad,85,"{'Divya Prasad', 'Divya Prakash,Avinash Raj,Harini Ravindranath,Avinash Prakash'}",[72  6  7],High,in_office,employee_engagement,India,no
3201,Prasanna Ravindranath,167,"{'Prasanna Ravindranath', 'Prasanna Prakash,Divya Prakash'}",[131  27   9],Low,in_office,others,France,no
3202,Vaishali Raj,82,"{'Avinash Raj,Harini Prasad,Divya Prakash,Prasanna Raj,Vaishali Prakash,Aruna Prakash,Avinash Ravindranath,Surya Prakash,Surya Ravindranath', 'Vaishali Raj'}",[24  5 53],High,hybrid,project_discussion,India,yes
3203,Vaishali Raj,132,"{'Vaishali Prakash,Aruna Prakash,Aruna Raj,Avinash Prakash,Prasanna Prasad,Avinash Prakash', 'Vaishali Raj'}",[47  1 84],Medium,in_office,trainings,France,no
3204,Harini Prasad,157,"{'Vaishali Raj,Avinash Ravindranath,Harini Prakash,Aruna Raj,Avinash Raj,Vaishali Raj,Divya Prakash,Prasanna Raj,Avinash Raj', 'Harini Prasad'}",[40 20 97],High,online,others,Remote,no
3205,Surya Raj,131,"{'Prasanna Prasad,Divya Raj,Surya Prasad,Harini Prakash', 'Surya Raj'}",[14 28 89],High,online,employee_engagement,Remote,yes
3206,Avinash Prakash,5,"{'Avinash Prakash', 'Avinash Prasad,Prasanna Raj,Vaishali Raj,Avinash Prasad,Divya Prasad,Surya Ravindranath'}",[2 1 2],High,hybrid,others,Remote,yes
3207,Avinash Prakash,106,"{'Avinash Ravindranath,Surya Prasad,Surya Raj,Avinash Raj', 'Avinash Prakash'}",[60 13 33],High,online,others,Romania,no
3208,Vaishali Ravindranath,99,"{'Vaishali Ravindranath', 'Vaishali Raj,Aruna Prakash,Avinash Raj,Aruna Ravindranath'}",[22 12 65],Medium,hybrid,employee_engagement,India,yes
3209,Divya Prasad,101,"{'Aruna Ravindranath,Vaishali Raj,Avinash Raj,Avinash Raj,Avinash Raj,Avinash Raj,Avinash Raj,Harini Prakash,Aruna Prasad', 'Divya Prasad'}",[ 1 20 80],High,online,project_discussion,Romania,no
3210,Avinash Raj,144,"{'Avinash Raj', 'Aruna Prasad,Prasanna Raj'}",[97 13 34],Low,online,employee_engagement,Remote,yes
3211,Vaishali Ravindranath,104,"{'Vaishali Ravindranath', 'Harini Prasad,Vaishali Raj,Aruna Ravindranath,Vaishali Raj,Harini Raj,Divya Raj,Vaishali Prasad,Surya Ravindranath'}",[ 9 22 73],Low,in_office,project_discussion,Romania,no
3212,Surya Raj,42,"{'Surya Ravindranath,Vaishali Prakash,Aruna Raj,Vaishali Ravindranath,Vaishali Prakash,Prasanna Raj', 'Surya Raj'}",[29  7  6],Medium,hybrid,project_discussion,France,yes
3213,Harini Ravindranath,53,"{'Divya Raj,Divya Prakash', 'Harini Ravindranath'}",[25 10 18],High,hybrid,employee_engagement,Romania,yes
3214,Vaishali Prasad,13,"{'Vaishali Prasad', 'Divya Prasad,Surya Raj,Prasanna Ravindranath,Vaishali Ravindranath'}",[4 5 4],Medium,hybrid,trainings,Romania,no
3215,Prasanna Prasad,80,"{'Prasanna Prasad', 'Vaishali Prakash,Prasanna Prakash'}",[36 12 32],Low,hybrid,employee_engagement,Remote,no
3216,Divya Ravindranath,164,"{'Divya Ravindranath', 'Harini Raj,Prasanna Prakash,Prasanna Ravindranath,Vaishali Prakash,Aruna Raj,Vaishali Raj,Avinash Prakash,Surya Ravindranath,Aruna Raj,Surya Raj'}",[ 10 103  51],High,in_office,trainings,India,no
3217,Surya Ravindranath,54,"{'Surya Ravindranath', 'Vaishali Prasad,Aruna Raj,Aruna Prakash,Prasanna Prakash,Vaishali Prakash,Divya Ravindranath,Surya Ravindranath,Vaishali Prakash,Aruna Prakash,Surya Raj'}",[ 2 11 41],Low,in_office,trainings,India,yes
3218,Surya Prakash,31,"{'Avinash Prakash,Divya Prakash,Prasanna Ravindranath,Avinash Prasad,Prasanna Raj,Avinash Ravindranath', 'Surya Prakash'}",[ 9  6 16],Medium,hybrid,project_discussion,India,yes
3219,Vaishali Prakash,79,"{'Vaishali Prakash', 'Harini Prasad,Surya Ravindranath,Avinash Raj,Harini Ravindranath,Harini Prakash,Vaishali Prakash,Divya Ravindranath,Divya Prakash,Divya Prasad,Avinash Prakash'}",[55 13 11],Low,in_office,trainings,India,yes
3220,Surya Raj,176,"{'Vaishali Prakash,Harini Ravindranath,Harini Raj,Harini Ravindranath,Divya Prasad,Harini Raj,Vaishali Raj', 'Surya Raj'}",[118   0  58],Low,in_office,trainings,Romania,yes
3221,Prasanna Raj,7,"{'Aruna Raj,Aruna Prasad,Harini Prasad,Vaishali Prasad,Prasanna Raj,Harini Prakash,Surya Prasad,Divya Prakash,Prasanna Prasad', 'Prasanna Raj'}",[4 1 2],Low,online,employee_engagement,Romania,yes
3222,Prasanna Prakash,156,"{'Prasanna Prakash', 'Vaishali Prakash,Harini Prakash,Harini Prasad,Aruna Raj,Surya Raj,Harini Prakash,Vaishali Prakash,Avinash Prasad'}",[146   3   7],Low,online,project_discussion,Romania,no
3223,Aruna Prasad,164,"{'Avinash Prasad,Harini Prasad,Aruna Ravindranath,Prasanna Ravindranath,Avinash Prakash,Divya Prasad,Avinash Prasad,Divya Prasad', 'Aruna Prasad'}",[138  10  16],Medium,hybrid,others,France,yes
3224,Surya Ravindranath,86,"{'Divya Ravindranath,Vaishali Raj,Harini Ravindranath,Harini Ravindranath,Divya Ravindranath,Surya Prasad,Aruna Prasad,Divya Raj', 'Surya Ravindranath'}",[ 5 53 28],Low,online,others,Remote,no
3225,Harini Prakash,126,"{'Prasanna Raj,Aruna Prakash', 'Harini Prakash'}",[79  8 39],Low,hybrid,others,Romania,yes
3226,Aruna Prasad,126,"{'Prasanna Prakash,Aruna Raj,Harini Prakash', 'Aruna Prasad'}",[30 90  6],High,hybrid,project_discussion,France,yes
3227,Avinash Prakash,10,"{'Avinash Prakash', 'Prasanna Prasad,Aruna Raj,Vaishali Prakash,Vaishali Prasad,Aruna Prasad,Harini Prasad'}",[4 3 3],Low,in_office,others,Romania,no
3228,Aruna Prasad,63,"{'Surya Ravindranath,Surya Prasad,Surya Prasad,Surya Prasad,Avinash Ravindranath,Prasanna Prakash,Harini Raj,Divya Ravindranath,Avinash Ravindranath,Divya Prasad', 'Aruna Prasad'}",[22  4 37],High,online,employee_engagement,India,yes
3229,Aruna Prasad,140,"{'Aruna Prasad,Vaishali Raj,Prasanna Ravindranath,Prasanna Ravindranath,Harini Prakash,Surya Prasad', 'Aruna Prasad'}",[78 17 45],Low,hybrid,trainings,Remote,yes
3230,Divya Prasad,119,"{'Vaishali Ravindranath,Prasanna Raj,Aruna Ravindranath,Aruna Raj,Avinash Ravindranath,Harini Prasad,Avinash Ravindranath,Divya Prakash,Divya Prakash,Surya Prasad', 'Divya Prasad'}",[24 75 20],Low,online,others,Romania,no
3231,Aruna Prakash,49,"{'Aruna Prakash', 'Avinash Prasad,Avinash Prakash,Prasanna Raj,Divya Ravindranath,Avinash Prasad,Divya Prakash,Harini Prasad,Avinash Prakash,Harini Prakash'}",[23 18  8],Low,hybrid,project_discussion,Remote,no
3232,Vaishali Ravindranath,153,"{'Vaishali Ravindranath', 'Aruna Ravindranath,Avinash Prasad,Surya Ravindranath,Divya Ravindranath,Avinash Prakash'}",[ 41   0 112],Medium,online,others,France,yes
3233,Divya Raj,151,"{'Divya Raj', 'Divya Raj,Vaishali Prakash,Avinash Prakash'}",[75 29 47],Medium,online,trainings,Remote,yes
3234,Surya Prakash,75,"{'Surya Prakash,Surya Raj,Divya Prasad,Harini Prasad,Harini Prakash', 'Surya Prakash'}",[44 26  5],Low,hybrid,others,Remote,yes
3235,Prasanna Ravindranath,72,"{'Vaishali Prakash,Vaishali Prasad,Vaishali Prakash,Harini Prasad,Vaishali Ravindranath,Harini Prakash,Avinash Ravindranath,Prasanna Ravindranath,Surya Prakash,Avinash Raj', 'Prasanna Ravindranath'}",[29  4 39],Low,in_office,project_discussion,Romania,no
3236,Harini Ravindranath,139,"{'Harini Ravindranath', 'Vaishali Raj,Aruna Prasad,Divya Prasad,Vaishali Ravindranath'}",[28 31 80],Medium,online,project_discussion,Romania,yes
3237,Harini Prakash,174,"{'Harini Raj,Divya Prakash,Vaishali Ravindranath,Avinash Prasad,Prasanna Ravindranath', 'Harini Prakash'}",[70 53 51],Low,online,project_discussion,Romania,no
3238,Aruna Prasad,95,"{'Harini Prasad,Divya Prakash,Surya Raj,Harini Prakash,Vaishali Prakash,Vaishali Prasad,Avinash Raj,Avinash Raj,Surya Prasad,Harini Prakash', 'Aruna Prasad'}",[55  6 34],High,hybrid,others,France,yes
3239,Divya Ravindranath,18,"{'Divya Ravindranath', 'Aruna Ravindranath,Aruna Raj,Avinash Prasad,Surya Raj,Aruna Raj,Surya Prasad,Surya Raj,Divya Prasad,Divya Ravindranath,Aruna Prasad'}",[12  2  4],Medium,in_office,project_discussion,India,no
3240,Harini Ravindranath,38,"{'Harini Ravindranath', 'Avinash Raj,Avinash Prakash,Divya Ravindranath,Prasanna Raj,Avinash Prakash'}",[ 4  4 30],High,hybrid,trainings,India,yes
3241,Vaishali Ravindranath,166,"{'Harini Raj,Divya Prakash,Avinash Raj,Avinash Raj', 'Vaishali Ravindranath'}",[98 42 26],Low,in_office,project_discussion,India,yes
3242,Harini Ravindranath,8,"{'Harini Ravindranath', 'Aruna Raj,Aruna Raj,Divya Ravindranath,Harini Ravindranath,Prasanna Raj'}",[2 3 3],Low,online,employee_engagement,India,no
3243,Surya Prasad,70,"{'Surya Raj,Vaishali Ravindranath,Vaishali Ravindranath,Divya Ravindranath,Harini Prakash,Prasanna Prasad,Aruna Prasad,Avinash Prakash', 'Surya Prasad'}",[24 30 16],Low,hybrid,others,France,yes
3244,Avinash Ravindranath,110,"{'Avinash Ravindranath', 'Divya Prakash,Surya Raj,Avinash Prasad,Avinash Ravindranath,Vaishali Ravindranath,Divya Prakash,Avinash Ravindranath'}",[13 85 12],High,online,trainings,France,yes
3245,Surya Prakash,99,"{'Surya Raj,Aruna Raj,Divya Prakash,Aruna Prasad,Surya Prasad,Divya Prasad,Aruna Prasad,Aruna Prakash,Aruna Ravindranath', 'Surya Prakash'}",[21 20 58],Low,online,others,Romania,yes
3246,Prasanna Ravindranath,9,"{'Prasanna Ravindranath', 'Surya Ravindranath,Surya Prasad,Surya Prasad,Vaishali Prakash,Prasanna Raj,Avinash Raj,Avinash Raj,Harini Prakash,Avinash Prasad,Vaishali Raj'}",[2 1 6],Low,online,trainings,Romania,no
3247,Surya Prasad,100,"{'Surya Prasad', 'Aruna Prakash,Avinash Raj,Prasanna Prakash,Aruna Ravindranath,Surya Prasad,Aruna Ravindranath,Aruna Raj'}",[86 12  2],Medium,online,others,Romania,no
3248,Prasanna Prakash,177,"{'Prasanna Prakash', 'Harini Ravindranath,Avinash Prasad,Aruna Prakash,Surya Prasad,Surya Ravindranath,Aruna Prasad,Surya Prakash,Divya Prasad'}",[147   6  24],Medium,hybrid,project_discussion,Remote,no
